"","gene_id","gene_name"
"12619","MSTRG.1637","GBP1"
"12623","MSTRG.1637","."
"12630","MSTRG.1637","PTGES3P1"
"12631","MSTRG.1637","GBP2"
"12638","MSTRG.1637","GBP7"
"12640","MSTRG.1640","GBP4"
"12641","MSTRG.1640","."
"12647","MSTRG.1643","GBP5"
"12696","MSTRG.1650","."
"12698","MSTRG.1650","LRRC8D"
"12766","MSTRG.1663","PHKA1P1"
"12769","MSTRG.1664","ZNF644"
"12770","MSTRG.1664","."
"12796","MSTRG.1669","."
"12800","MSTRG.1670","CDC7"
"12810","MSTRG.1671","TGFBR3"
"12850","MSTRG.1674","EPHX4"
"12872","MSTRG.1680","GLMN"
"12924","MSTRG.1692","."
"12925","MSTRG.1692","RPL5"
"12942","MSTRG.1693","DIPK1A"
"12957","MSTRG.1697","MTF2"
"12967","MSTRG.1698","TMED5"
"13056","MSTRG.1704","DR1"
"13062","MSTRG.1705","FNBP1L"
"13067","MSTRG.1707","BCAR3"
"13098","MSTRG.1711","DNTTIP2"
"13105","MSTRG.1712","GCLM"
"13131","MSTRG.1714","."
"13147","MSTRG.1719","."
"13150","MSTRG.1719","ABCD3"
"13161","MSTRG.1722","."
"13162","MSTRG.1722","F3"
"13224","MSTRG.1727","."
"13233","MSTRG.1727","SLC44A3"
"13246","MSTRG.1728","CNN3"
"13272","MSTRG.1733","."
"13274","MSTRG.1733","TLCD4"
"13362","MSTRG.1737","."
"13364","MSTRG.1737","EEF1A1P11"
"13376","MSTRG.1740","RPL7P9"
"13403","MSTRG.1742","DPYD"
"13436","MSTRG.1753","SNX7"
"13458","MSTRG.1757","PALMD"
"13474","MSTRG.1759","AGL"
"13488","MSTRG.1761","."
"13489","MSTRG.1761","SLC35A3"
"13524","MSTRG.1761","MFSD14A"
"13547","MSTRG.1769","."
"13564","MSTRG.1774","RTCA"
"13568","MSTRG.1774","."
"13580","MSTRG.1776","CDC14A"
"13594","MSTRG.1780","VCAM1"
"13615","MSTRG.1785","DPH5"
"13620","MSTRG.1785","."
"13675","MSTRG.1788","."
"13688","MSTRG.1789","LINC01709"
"13702","MSTRG.1791","RPSAP19"
"13720","MSTRG.1799","COL11A1"
"13852","MSTRG.1811","PRMT6"
"13868","MSTRG.1815","VAV3"
"13892","MSTRG.1818","SLC25A24"
"13923","MSTRG.1828","FAM102B"
"13925","MSTRG.1828","."
"13928","MSTRG.1829","."
"13931","MSTRG.1829","HENMT1"
"13938","MSTRG.1831","."
"13943","MSTRG.1831","PRPF38B"
"13962","MSTRG.1832","STXBP3"
"13989","MSTRG.1836","GPSM2"
"13991","MSTRG.1836","."
"14098","MSTRG.1837","WDR47"
"14103","MSTRG.1839","."
"14111","MSTRG.1843","."
"14116","MSTRG.1843","TAF13"
"14119","MSTRG.1845","TMEM167B"
"14123","MSTRG.1846","SCARNA2"
"14137","MSTRG.1848","."
"14140","MSTRG.1848","ELAPOR1"
"14150","MSTRG.1849","SARS1"
"14190","MSTRG.1853","."
"14192","MSTRG.1853","SORT1"
"14201","MSTRG.1854","PSMA5"
"14232","MSTRG.1858","AMIGO1"
"14243","MSTRG.1862","GNAI3"
"14255","MSTRG.1865","AMPD2"
"14312","MSTRG.1867","GSTM4"
"14317","MSTRG.1867","."
"14336","MSTRG.1867","GSTM2"
"14347","MSTRG.1867","GSTM1"
"14359","MSTRG.1867","GSTM5"
"14367","MSTRG.1869","GSTM3"
"14370","MSTRG.1869","."
"14374","MSTRG.1870","EPS8L3"
"14376","MSTRG.1870","."
"14394","MSTRG.1871","CSF1"
"14401","MSTRG.1873","AHCYL1"
"14403","MSTRG.1873","."
"14413","MSTRG.1874","STRIP1"
"14482","MSTRG.1884","LAMTOR5"
"14578","MSTRG.1887","."
"14579","MSTRG.1887","CD53"
"14597","MSTRG.1891","."
"14599","MSTRG.1891","DRAM2"
"14619","MSTRG.1892","CEPT1"
"14630","MSTRG.1895","."
"14632","MSTRG.1895","DENND2D"
"14648","MSTRG.1896","CHI3L2"
"14697","MSTRG.1902","WDR77"
"14703","MSTRG.1904","."
"14708","MSTRG.1904","ATP5PB"
"14718","MSTRG.1905","C1orf162"
"14731","MSTRG.1906","ADORA3"
"14742","MSTRG.1907","."
"14743","MSTRG.1907","RAP1A"
"14795","MSTRG.1914","KCND3"
"14821","MSTRG.1919","CTTNBP2NL"
"14878","MSTRG.1924","CAPZA1"
"14884","MSTRG.1927","MOV10"
"14912","MSTRG.1929","RHOC"
"14960","MSTRG.1933","."
"14962","MSTRG.1933","SLC16A1"
"14999","MSTRG.1940","MAGI3"
"15012","MSTRG.1942","."
"15037","MSTRG.1945","RSBN1"
"15046","MSTRG.1947","PTPN22"
"15062","MSTRG.1948","BCL2L15"
"15075","MSTRG.1949","AP4B1"
"15079","MSTRG.1949","."
"15092","MSTRG.1950","DCLRE1B"
"15105","MSTRG.1952","HIPK1"
"15107","MSTRG.1952","."
"15116","MSTRG.1953","OLFML3"
"15137","MSTRG.1956","TRIM33"
"15150","MSTRG.1961","BCAS2"
"15160","MSTRG.1963","AMPD1"
"15167","MSTRG.1964","NRAS"
"15168","MSTRG.1965","CSDE1"
"15209","MSTRG.1965","."
"15224","MSTRG.1967","SIKE1"
"15246","MSTRG.1968","."
"15247","MSTRG.1968","TSPAN2"
"15277","MSTRG.1974","."
"15278","MSTRG.1974","CASQ2"
"15317","MSTRG.1982","."
"15318","MSTRG.1982","ATP1A1"
"15330","MSTRG.1983","ATP1A1-AS1"
"15359","MSTRG.1991","CD58"
"15367","MSTRG.1994","IGSF3"
"15368","MSTRG.1994","."
"15376","MSTRG.1997","CD2"
"15383","MSTRG.2001","PTGFRN"
"15428","MSTRG.2009","MAN1A2"
"15438","MSTRG.2011","TENT5C"
"15443","MSTRG.2013","."
"15454","MSTRG.2015","WDR3"
"15455","MSTRG.2015","."
"15476","MSTRG.2017","."
"15482","MSTRG.2019","WARS2"
"15516","MSTRG.2030","HAO2"
"15518","MSTRG.2030","."
"15529","MSTRG.2032","HSD3B2"
"15549","MSTRG.2039","."
"15553","MSTRG.2039","ZNF697"
"15565","MSTRG.2044","PHGDH"
"15591","MSTRG.2045","HMGCS2"
"15594","MSTRG.2045","."
"15597","MSTRG.2046","REG4"
"15599","MSTRG.2046","."
"15611","MSTRG.2049","NOTCH2"
"15624","MSTRG.2051","SEC22B"
"15648","MSTRG.2056","NBPF8"
"15662","MSTRG.2056","."
"16010","MSTRG.2117","."
"16014","MSTRG.2118","FAM72D"
"16030","MSTRG.2122","."
"16035","MSTRG.2123","."
"16427","MSTRG.2125","."
"16431","MSTRG.2133","GPR89A"
"16449","MSTRG.2134","."
"16454","MSTRG.2134","PDZK1"
"16490","MSTRG.2137","POLR3C"
"16512","MSTRG.2138","."
"16517","MSTRG.2138","PIAS3"
"16535","MSTRG.2142","PEX11B"
"16547","MSTRG.2142","RBM8A"
"16573","MSTRG.2145","LIX1L"
"16580","MSTRG.2144","."
"16582","MSTRG.2144","POLR3GL"
"16586","MSTRG.2147","TXNIP"
"16592","MSTRG.2148","HJV"
"16678","MSTRG.2153","."
"16679","MSTRG.2154","NUDT4P2"
"16686","MSTRG.2158","."
"16782","MSTRG.2175","."
"16783","MSTRG.2175","PRKAB2"
"16790","MSTRG.2176","."
"16801","MSTRG.2176","PDIA3P1"
"16803","MSTRG.2177","."
"16811","MSTRG.2177","FMO5"
"16813","MSTRG.2178","CCT8P1"
"16820","MSTRG.2176","CHD1L"
"16861","MSTRG.2186","BCL9"
"16877","MSTRG.2188","."
"16887","MSTRG.2189","GJA5"
"16898","MSTRG.2192","GPR89B"
"16899","MSTRG.2192","."
"16910","MSTRG.2193","."
"16923","MSTRG.2197","NBPF11"
"17059","MSTRG.2219","."
"17062","MSTRG.2197","NBPF14"
"17120","MSTRG.2222","NUDT4B"
"17172","MSTRG.2225","PDE4DIP"
"17271","MSTRG.2236","."
"17275","MSTRG.2237","."
"17289","MSTRG.2241","."
"17557","MSTRG.2243","LINC00869"
"17559","MSTRG.2243","."
"17585","MSTRG.2247","."
"17588","MSTRG.2247","FCGR1A"
"17593","MSTRG.2250","."
"17596","MSTRG.2248","H2BC18"
"17601","MSTRG.2252","H4C14"
"17606","MSTRG.2254","H2AC18"
"17607","MSTRG.2255","."
"17611","MSTRG.2257","H2AC19"
"17613","MSTRG.2259","."
"17618","MSTRG.2259","H4C15"
"17621","MSTRG.2261","H2BC21"
"17622","MSTRG.2262","H2AC20"
"17627","MSTRG.2264","BOLA1"
"17635","MSTRG.2266","SF3B4"
"17636","MSTRG.2266","."
"17645","MSTRG.2266","MTMR11"
"17656","MSTRG.2267","OTUD7B"
"17688","MSTRG.2270","."
"17695","MSTRG.2270","VPS45"
"17718","MSTRG.2270","PLEKHO1"
"17729","MSTRG.2272","ANP32E"
"17731","MSTRG.2272","."
"17749","MSTRG.2275","."
"17751","MSTRG.2275","APH1A"
"17766","MSTRG.2276","C1orf54"
"17776","MSTRG.2279","."
"17778","MSTRG.2279","MRPS21"
"17780","MSTRG.2280","."
"17784","MSTRG.2280","PRPF3"
"17795","MSTRG.2282","RPRD2"
"17800","MSTRG.2283","TARS2"
"17802","MSTRG.2283","."
"17818","MSTRG.2283","ECM1"
"17831","MSTRG.2287","ADAMTSL4"
"17846","MSTRG.2288","MCL1"
"17850","MSTRG.2288","."
"17861","MSTRG.2293","ENSA"
"17862","MSTRG.2293","."
"17881","MSTRG.2298","GOLPH3L"
"17898","MSTRG.2303","CTSS"
"17919","MSTRG.2304","."
"17924","MSTRG.2304","CTSK"
"17946","MSTRG.2304","ARNT"
"17977","MSTRG.2310","SETDB1"
"17994","MSTRG.2311","CERS2"
"18011","MSTRG.2314","ANXA9"
"18014","MSTRG.2315","."
"18025","MSTRG.2315","MINDY1"
"18034","MSTRG.2316","."
"18037","MSTRG.2316","PRUNE1"
"18058","MSTRG.2320","CDC42SE1"
"18060","MSTRG.2320","."
"18068","MSTRG.2321","MLLT11"
"18099","MSTRG.2326","TNFAIP8L2"
"18104","MSTRG.2326","SCNM1"
"18117","MSTRG.2329","VPS72"
"18124","MSTRG.2330","."
"18126","MSTRG.2330","PIP5K1A"
"18142","MSTRG.2331","PSMD4"
"18168","MSTRG.2333","ZNF687"
"18173","MSTRG.2334","PI4KB"
"18174","MSTRG.2334","."
"18193","MSTRG.2336","."
"18195","MSTRG.2336","RFX5"
"18220","MSTRG.2339","SELENBP1"
"18239","MSTRG.2340","PSMB4"
"18247","MSTRG.2341","."
"18248","MSTRG.2341","POGZ"
"18287","MSTRG.2343","CGN"
"18295","MSTRG.2346","TUFT1"
"18298","MSTRG.2346","."
"18313","MSTRG.2349","SNX27"
"18330","MSTRG.2352","CELF3"
"18341","MSTRG.2352","."
"18362","MSTRG.2358","MRPL9"
"18411","MSTRG.2362","RORC"
"18449","MSTRG.2372","S100A10"
"18455","MSTRG.2374","S100A11"
"18535","MSTRG.2381","SPRR2D"
"18539","MSTRG.2382","SPRR2A"
"18548","MSTRG.2384","PRR9"
"18557","MSTRG.2385","."
"18558","MSTRG.2385","S100A9"
"18561","MSTRG.2387","S100A8"
"18573","MSTRG.2389","."
"18574","MSTRG.2390","S100A6"
"18581","MSTRG.2391","S100A4"
"18590","MSTRG.2392","S100A2"
"18597","MSTRG.2393","."
"18599","MSTRG.2393","S100A16"
"18604","MSTRG.2394","S100A14"
"18608","MSTRG.2394","."
"18611","MSTRG.2395","S100A13"
"18612","MSTRG.2395","."
"18635","MSTRG.2396","S100A1"
"18640","MSTRG.2398","CHTOP"
"18651","MSTRG.2399","SNAPIN"
"18655","MSTRG.2400","ILF2"
"18660","MSTRG.2401","NPR1"
"18667","MSTRG.2403","INTS3"
"18668","MSTRG.2403","."
"18687","MSTRG.2403","SLC27A3"
"18725","MSTRG.2410","."
"18739","MSTRG.2410","DENND4B"
"18752","MSTRG.2411","."
"18760","MSTRG.2412","SLC39A1"
"18765","MSTRG.2412","."
"18787","MSTRG.2413","CREB3L4"
"18799","MSTRG.2412","JTB"
"18809","MSTRG.2412","RAB13"
"18816","MSTRG.2416","RPS27"
"18827","MSTRG.2422","TPM3"
"18828","MSTRG.2422","."
"18858","MSTRG.2424","C1orf43"
"18870","MSTRG.2425","."
"18871","MSTRG.2425","UBAP2L"
"18906","MSTRG.2426","HAX1"
"18936","MSTRG.2428","ATP8B2"
"18949","MSTRG.2431","."
"18953","MSTRG.2431","IL6R"
"18971","MSTRG.2436","UBE2Q1"
"18992","MSTRG.2438","ADAR"
"19003","MSTRG.2438","."
"19030","MSTRG.2441","PMVK"
"19033","MSTRG.2442","PBXIP1"
"19039","MSTRG.2444","PYGO2"
"19040","MSTRG.2444","."
"19046","MSTRG.2444","SHC1"
"19058","MSTRG.2446","."
"19059","MSTRG.2446","CKS1B"
"19067","MSTRG.2448","."
"19071","MSTRG.2448","FLAD1"
"19089","MSTRG.2450","ZBTB7B"
"19090","MSTRG.2450","."
"19139","MSTRG.2452","ADAM15"
"19147","MSTRG.2452","."
"19170","MSTRG.2453","EFNA4"
"19174","MSTRG.2453","EFNA3"
"19175","MSTRG.2453","."
"19180","MSTRG.2455","EFNA1"
"19185","MSTRG.2456","SLC50A1"
"19200","MSTRG.2457","DPM3"
"19205","MSTRG.2458","KRTCAP2"
"19209","MSTRG.2458","."
"19236","MSTRG.2458","MUC1"
"19258","MSTRG.2460","."
"19385","MSTRG.2462","THBS3"
"19395","MSTRG.2462","."
"19408","MSTRG.2464","MTX1"
"19413","MSTRG.2464","."
"19422","MSTRG.2465","."
"19483","MSTRG.2465","GBA"
"19499","MSTRG.2466","FAM189B"
"19510","MSTRG.2467","SCAMP3"
"19512","MSTRG.2467","."
"19553","MSTRG.2469","PKLR"
"19555","MSTRG.2470","."
"19557","MSTRG.2471","."
"19564","MSTRG.2471","FDPS"
"19584","MSTRG.2472","RUSC1-AS1"
"19595","MSTRG.2473","."
"19608","MSTRG.2473","RUSC1"
"19620","MSTRG.2474","ASH1L"
"19623","MSTRG.2474","."
"19705","MSTRG.2474","YY1AP1"
"19731","MSTRG.2483","."
"19735","MSTRG.2483","DAP3"
"19780","MSTRG.2474","GON4L"
"19802","MSTRG.2487","SYT11"
"19804","MSTRG.2488","RIT1"
"19814","MSTRG.2489","."
"19817","MSTRG.2489","KHDC4"
"19831","MSTRG.2492","RXFP4"
"19837","MSTRG.2493","."
"19849","MSTRG.2493","ARHGEF2"
"19880","MSTRG.2497","SSR2"
"19900","MSTRG.2498","UBQLN4"
"19901","MSTRG.2498","."
"19904","MSTRG.2499","LAMTOR2"
"19910","MSTRG.2500","RAB25"
"19912","MSTRG.2500","."
"19917","MSTRG.2501","MEX3A"
"19927","MSTRG.2502","."
"19934","MSTRG.2502","LMNA"
"19980","MSTRG.2503","SEMA4A"
"19991","MSTRG.2504","SLC25A44"
"19992","MSTRG.2504","."
"19998","MSTRG.2506","PMF1-BGLAP"
"19999","MSTRG.2506","PMF1"
"20008","MSTRG.2506","BGLAP"
"20033","MSTRG.2507","SMG5"
"20047","MSTRG.2509","."
"20055","MSTRG.2509","GLMP"
"20070","MSTRG.2510","CCT3"
"20075","MSTRG.2510","."
"20204","MSTRG.2514","."
"20205","MSTRG.2514","MEF2D"
"20217","MSTRG.2520","IQGAP3"
"20219","MSTRG.2520","."
"20233","MSTRG.2522","NAXE"
"20234","MSTRG.2522","."
"20254","MSTRG.2523","GPATCH4"
"20278","MSTRG.2524","."
"20290","MSTRG.2526","NES"
"20294","MSTRG.2529","CRABP2"
"20302","MSTRG.2531","ISG20L2"
"20304","MSTRG.2531","."
"20308","MSTRG.2532","METTL25B"
"20310","MSTRG.2532","."
"20327","MSTRG.2533","MRPL24"
"20329","MSTRG.2533","."
"20333","MSTRG.2534","HDGF"
"20336","MSTRG.2534","."
"20348","MSTRG.2535","."
"20349","MSTRG.2535","PRCC"
"20360","MSTRG.2537","SH2D2A"
"20396","MSTRG.2541","."
"20424","MSTRG.2546","ETV3"
"20495","MSTRG.2558","CD5L"
"20503","MSTRG.2560","."
"20505","MSTRG.2560","KIRREL1"
"20603","MSTRG.2570","MNDA"
"20613","MSTRG.2572","."
"20624","MSTRG.2572","IFI16"
"20637","MSTRG.2575","AIM2"
"20646","MSTRG.2576","CADM3"
"20647","MSTRG.2576","."
"20654","MSTRG.2576","ACKR1"
"20660","MSTRG.2579","FCER1A"
"20675","MSTRG.2580","APCS"
"20679","MSTRG.2582","CRP"
"20693","MSTRG.2584","."
"20695","MSTRG.2584","DUSP23"
"20708","MSTRG.2587","SLAMF8"
"20765","MSTRG.2592","TAGLN2"
"20772","MSTRG.2593","IGSF9"
"20777","MSTRG.2593","."
"20786","MSTRG.2595","LINC01133"
"20787","MSTRG.2595","."
"20819","MSTRG.2602","IGSF8"
"20822","MSTRG.2602","."
"20827","MSTRG.2604","ATP1A2"
"20845","MSTRG.2607","PEA15"
"20849","MSTRG.2608","."
"20851","MSTRG.2608","DCAF8"
"20879","MSTRG.2608","PEX19"
"20891","MSTRG.2611","COPA"
"20895","MSTRG.2611","."
"20929","MSTRG.2614","NCSTN"
"20977","MSTRG.2615","VANGL2"
"20984","MSTRG.2618","CD84"
"21006","MSTRG.2621","CD48"
"21007","MSTRG.2621","."
"21013","MSTRG.2622","SLAMF7"
"21045","MSTRG.2627","ITLN1"
"21046","MSTRG.2627","."
"21055","MSTRG.2627","ITLN2"
"21061","MSTRG.2635","."
"21062","MSTRG.2635","F11R"
"21078","MSTRG.2635","TSTD1"
"21085","MSTRG.2637","USF1"
"21086","MSTRG.2637","."
"21100","MSTRG.2639","ARHGAP30"
"21102","MSTRG.2639","."
"21109","MSTRG.2640","."
"21110","MSTRG.2640","NECTIN4"
"21125","MSTRG.2643","PFDN2"
"21128","MSTRG.2644","NIT1"
"21130","MSTRG.2644","."
"21146","MSTRG.2645","DEDD"
"21165","MSTRG.2647","."
"21166","MSTRG.2644","UFC1"
"21171","MSTRG.2648","."
"21172","MSTRG.2648","USP21"
"21224","MSTRG.2651","."
"21225","MSTRG.2651","B4GALT3"
"21244","MSTRG.2651","ADAMTS4"
"21251","MSTRG.2652","NDUFS2"
"21255","MSTRG.2652","."
"21343","MSTRG.2653","FCER1G"
"21346","MSTRG.2654","APOA2"
"21357","MSTRG.2655","."
"21359","MSTRG.2655","TOMM40L"
"21369","MSTRG.2656","NR1I3"
"21403","MSTRG.2657","PCP4L1"
"21404","MSTRG.2658","."
"21406","MSTRG.2659","MPZ"
"21412","MSTRG.2660","SDHC"
"21439","MSTRG.2670","."
"21441","MSTRG.2670","FCGR2A"
"21465","MSTRG.2670","HSPA6"
"21467","MSTRG.2672","FCGR3A"
"21468","MSTRG.2672","."
"21527","MSTRG.2672","FCGR3B"
"21574","MSTRG.2677","."
"21578","MSTRG.2677","DUSP12"
"21583","MSTRG.2679","ATF6"
"21607","MSTRG.2681","OLFML2B"
"21608","MSTRG.2681","."
"21635","MSTRG.2682","C1orf226"
"21647","MSTRG.2692","UHMK1"
"21651","MSTRG.2694","."
"21654","MSTRG.2694","UAP1"
"21665","MSTRG.2696","DDR2"
"21670","MSTRG.2698","HSD17B7"
"21673","MSTRG.2698","."
"21688","MSTRG.2699","RGS4"
"21699","MSTRG.2700","RGS5"
"21728","MSTRG.2704","NUF2"
"21746","MSTRG.2707","."
"21750","MSTRG.2707","PBX1"
"21785","MSTRG.2715","."
"21823","MSTRG.2720","MGST3"
"21837","MSTRG.2722","ALDH9A1"
"21849","MSTRG.2727","TMCO1"
"21860","MSTRG.2730","UCK2"
"21890","MSTRG.2739","."
"21908","MSTRG.2740","."
"21913","MSTRG.2740","POGK"
"21918","MSTRG.2741","TADA1"
"21931","MSTRG.2744","MAEL"
"21936","MSTRG.2746","."
"21939","MSTRG.2748","GPA33"
"21942","MSTRG.2749","STYXL2"
"21955","MSTRG.2753","POU2F1"
"22019","MSTRG.2759","CREG1"
"22023","MSTRG.2761","RCSD1"
"22029","MSTRG.2762","."
"22035","MSTRG.2762","MPZL1"
"22051","MSTRG.2766","MPC2"
"22057","MSTRG.2767","DCAF6"
"22058","MSTRG.2767","."
"22070","MSTRG.2769","GCSHP5"
"22090","MSTRG.2771","TIPRL"
"22091","MSTRG.2771","."
"22097","MSTRG.2772","SFT2D2"
"22141","MSTRG.2783","DPT"
"22164","MSTRG.2793","ATP1B1"
"22165","MSTRG.2793","."
"22189","MSTRG.2795","NME7"
"22205","MSTRG.2796","BLZF1"
"22214","MSTRG.2798","SLC19A2"
"22222","MSTRG.2801","F5"
"22228","MSTRG.2803","."
"22230","MSTRG.2803","SELP"
"22240","MSTRG.2805","SELL"
"22247","MSTRG.2806","SELE"
"22257","MSTRG.2807","METTL18"
"22260","MSTRG.2804","."
"22280","MSTRG.2811","."
"22283","MSTRG.2811","KIFAP3"
"22351","MSTRG.2817","PRRX1"
"22370","MSTRG.2822","."
"22373","MSTRG.2822","FMO3"
"22410","MSTRG.2831","FMO4"
"22421","MSTRG.2837","."
"22429","MSTRG.2837","PRRC2C"
"22451","MSTRG.2839","MYOC"
"22453","MSTRG.2840","PFN1P1"
"22463","MSTRG.2842","."
"22464","MSTRG.2842","METTL13"
"22510","MSTRG.2851","PIGC"
"22517","MSTRG.2853","."
"22522","MSTRG.2853","SUCO"
"22563","MSTRG.2864","PRDX6"
"22604","MSTRG.2869","DARS2"
"22620","MSTRG.2870","GAS5"
"22621","MSTRG.2870","."
"22719","MSTRG.2873","SERPINC1"
"22792","MSTRG.2891","CACYBP"
"22802","MSTRG.2892","MRPS14"
"22808","MSTRG.2896","KIAA0040"
"22826","MSTRG.2897","."
"22830","MSTRG.2897","COP1"
"22927","MSTRG.2914","."
"22999","MSTRG.2920","."
"23023","MSTRG.2929","RALGPS2"
"23025","MSTRG.2929","."
"23030","MSTRG.2932","ANGPTL1"
"23038","MSTRG.2933","."
"23043","MSTRG.2933","FAM20B"
"23047","MSTRG.2935","."
"23050","MSTRG.2935","TOR3A"
"23084","MSTRG.2943","SOAT1"
"23085","MSTRG.2943","."
"23131","MSTRG.2951","."
"23137","MSTRG.2953","TOR1AIP1"
"23197","MSTRG.2958","."
"23198","MSTRG.2958","QSOX1"
"23223","MSTRG.2960","ACBD6"
"23233","MSTRG.2963","XPR1"
"23258","MSTRG.2967","STX6"
"23259","MSTRG.2967","."
"23276","MSTRG.2972","IER5"
"23316","MSTRG.2973","GLUL"
"23357","MSTRG.2978","RNASEL"
"23363","MSTRG.2980","RGS16"
"23386","MSTRG.2981","NPL"
"23397","MSTRG.2983","."
"23398","MSTRG.2983","DHX9"
"23410","MSTRG.2985","."
"23418","MSTRG.2988","."
"23419","MSTRG.2988","LAMC1"
"23428","MSTRG.2990","."
"23430","MSTRG.2990","LAMC2"
"23458","MSTRG.2995","."
"23463","MSTRG.2995","SMG7"
"23488","MSTRG.2996","NCF2"
"23508","MSTRG.3000","."
"23509","MSTRG.3000","ARPC5"
"23518","MSTRG.3001","RGL1"
"23525","MSTRG.3007","TSEN15"
"23551","MSTRG.3009","C1orf21"
"23568","MSTRG.3015","EDEM3"
"23569","MSTRG.3015","."
"23588","MSTRG.3016","NIBAN1"
"23598","MSTRG.3018","RNF2"
"23601","MSTRG.3020","TRMT1L"
"23621","MSTRG.3030","."
"23622","MSTRG.3030","IVNS1ABP"
"23686","MSTRG.3041","PRG4"
"23692","MSTRG.3044","TPR"
"23693","MSTRG.3044","."
"23705","MSTRG.3045","."
"23727","MSTRG.3046","PTGS2"
"23734","MSTRG.3048","PLA2G4A"
"23824","MSTRG.3062","RGS1"
"23835","MSTRG.3065","RPS27AP5"
"23836","MSTRG.3065","MIR4426"
"23841","MSTRG.3068","RGS2"
"23854","MSTRG.3071","UCHL5"
"23888","MSTRG.3074","GLRX2"
"23892","MSTRG.3075","CDC73"
"23939","MSTRG.3088","."
"23961","MSTRG.3093","CFH"
"23968","MSTRG.3093","."
"24007","MSTRG.3093","CFHR3"
"24013","MSTRG.3093","CFHR1"
"24023","MSTRG.3093","CFHR4"
"24029","MSTRG.3093","CFHR2"
"24042","MSTRG.3095","CFHR5"
"24050","MSTRG.3096","F13B"
"24051","MSTRG.3096","."
"24056","MSTRG.3097","ASPM"
"24067","MSTRG.3099","ZBTB41"
"24086","MSTRG.3100","DENND1B"
"24106","MSTRG.3106","C1orf53"
"24118","MSTRG.3107","."
"24119","MSTRG.3107","NEK7"
"24137","MSTRG.3109","PTPRC"
"24138","MSTRG.3109","."
"24191","MSTRG.3112","."
"24193","MSTRG.3112","NR5A2"
"24217","MSTRG.3119","ZNF281"
"24248","MSTRG.3122","DDX59"
"24250","MSTRG.3122","."
"24270","MSTRG.3128","INAVA"
"24271","MSTRG.3128","."
"24292","MSTRG.3131","KIF21B"
"24311","MSTRG.3133","TMEM9"
"24330","MSTRG.3136","PKP1"
"24369","MSTRG.3137","LAD1"
"24370","MSTRG.3137","."
"24374","MSTRG.3138","."
"24393","MSTRG.3142","PHLDA3"
"24399","MSTRG.3143","CSRP1"
"24452","MSTRG.3144","NAV1"
"24462","MSTRG.3151","IPO9"
"24463","MSTRG.3151","."
"24476","MSTRG.3153","LMOD1"
"24478","MSTRG.3153","."
"24481","MSTRG.3154","."
"24482","MSTRG.3154","TIMM17A"
"24489","MSTRG.3155","."
"24490","MSTRG.3155","RNPEP"
"24506","MSTRG.3157","ELF3"
"24507","MSTRG.3157","."
"24539","MSTRG.3162","ARL8A"
"24544","MSTRG.3163","PTPN7"
"24570","MSTRG.3165","LGR6"
"24574","MSTRG.3165","."
"24582","MSTRG.3166","UBE2T"
"24593","MSTRG.3167","PPP1R12B"
"24632","MSTRG.3170","."
"24638","MSTRG.3167","."
"24656","MSTRG.3175","KDM5B"
"24722","MSTRG.3181","RABIF"
"24724","MSTRG.3182","KLHL12"
"24729","MSTRG.3185","ADIPOR1"
"24733","MSTRG.3186","CYB5R1"
"24743","MSTRG.3187","."
"24744","MSTRG.3187","TMEM183A"
"24781","MSTRG.3192","CHI3L1"
"24784","MSTRG.3192","."
"24790","MSTRG.3193","CHIT1"
"24818","MSTRG.3197","BTG2"
"24820","MSTRG.3198","FMOD"
"24831","MSTRG.3202","PRELP"
"24832","MSTRG.3202","."
"24840","MSTRG.3204","ATP2B4"
"24862","MSTRG.3208","ZBED6"
"24866","MSTRG.3208","."
"24895","MSTRG.3211","SNRPE"
"24911","MSTRG.3214","."
"24914","MSTRG.3214","SOX13"
"24927","MSTRG.3215","ETNK2"
"24929","MSTRG.3215","."
"24948","MSTRG.3220","GOLT1A"
"24952","MSTRG.3221","."
"24994","MSTRG.3223","."
"25002","MSTRG.3227","PPP1R15B"
"25004","MSTRG.3227","."
"25008","MSTRG.3229","."
"25012","MSTRG.3229","PIK3C2B"
"25047","MSTRG.3233","."
"25050","MSTRG.3233","LRRN2"
"25135","MSTRG.3243","RBBP5"
"25158","MSTRG.3249","NUAK2"
"25194","MSTRG.3256","."
"25197","MSTRG.3256","CDK18"
"25227","MSTRG.3259","MFSD4A"
"25241","MSTRG.3261","ELK4"
"25251","MSTRG.3263","SLC45A3"
"25252","MSTRG.3263","."
"25259","MSTRG.3265","."
"25260","MSTRG.3265","NUCKS1"
"25265","MSTRG.3267","RAB29"
"25267","MSTRG.3267","."
"25281","MSTRG.3268","SLC41A1"
"25326","MSTRG.3273","CTSE"
"25362","MSTRG.3279","FAM72A"
"25397","MSTRG.3282","."
"25401","MSTRG.3282","IKBKE"
"25416","MSTRG.3285","RASSF5"
"25422","MSTRG.3288","EIF2D"
"25424","MSTRG.3288","."
"25444","MSTRG.3291","MAPKAPK2"
"25446","MSTRG.3291","."
"25448","MSTRG.3292","."
"25475","MSTRG.3296","FCMR"
"25491","MSTRG.3300","PIGR"
"25507","MSTRG.3305","C1orf116"
"25517","MSTRG.3306","PFKFB2"
"25523","MSTRG.3308","."
"25526","MSTRG.3308","C4BPB"
