"","feature","id","fc","pval","qval","logFC"
"1006","gene","MSTRG.12035",0.551529654377671,7.40462094972472e-06,8.59554308656911e-05,-0.858489636861387
"1007","gene","MSTRG.17359",0.563376349215703,7.47559336256032e-06,8.66931273962059e-05,-0.827829094868897
"1008","gene","MSTRG.337",1.94003506322377,7.49047498826982e-06,8.67006238856873e-05,0.956082727196894
"1009","gene","MSTRG.24548",1.35514449089354,7.49108832853729e-06,8.67006238856873e-05,0.438446685661762
"1010","gene","MSTRG.14066",1.53630962752096,7.51702514456554e-06,8.69146729091449e-05,0.619469005819662
"1011","gene","MSTRG.7498",1.42905260384737,7.5340240561772e-06,8.70173095384456e-05,0.515059023440674
"1012","gene","MSTRG.24197",2.14108832989656,7.54080469711482e-06,8.70173095384456e-05,1.09834431486172
"1013","gene","MSTRG.448",1.46651825902933,7.56237443422236e-06,8.71800677619435e-05,0.552395033622711
"1014","gene","MSTRG.38268",0.424795878688627,7.57777169702045e-06,8.72425154821287e-05,-1.23515832550688
"1015","gene","MSTRG.32705",2.23879694070906,7.58273276368904e-06,8.72425154821287e-05,1.16272368142094
"1016","gene","MSTRG.25114",0.27018315419311,7.63502474621092e-06,8.77450766090558e-05,-1.88799036885328
"1017","gene","MSTRG.18500",1.35813046841992,7.64610468395599e-06,8.77450766090558e-05,0.44162207833167
"1018","gene","MSTRG.32317",2.34573192185405,7.64895427196599e-06,8.77450766090558e-05,1.23003814673781
"1019","gene","MSTRG.18714",1.40544042176329,7.6688044797768e-06,8.78864560498857e-05,0.491022297511604
"1020","gene","MSTRG.8593",0.693912702559522,7.73831586720064e-06,8.85961300952638e-05,-0.527173918404103
"1021","gene","MSTRG.595",1.68712895341714,7.74954528592886e-06,8.86377961303401e-05,0.754570248281882
"1022","gene","MSTRG.25210",0.576349410346114,7.77324072354091e-06,8.88218250190907e-05,-0.794984387837356
"1023","gene","MSTRG.4628",1.47362785792322,7.81535260263588e-06,8.92157259956812e-05,0.55937223995922
"1024","gene","MSTRG.4714",2.18547976359523,7.82753251549195e-06,8.92215137236389e-05,1.12795001958047
"1025","gene","MSTRG.26727",1.36087586478286,7.83113988411799e-06,8.92215137236389e-05,0.444535474314411
"1026","gene","MSTRG.5110",0.798929304459884,7.84352697658086e-06,8.92755438913366e-05,-0.323860247075208
"1027","gene","MSTRG.32543",1.48233140748345,7.89432480596819e-06,8.97662366933754e-05,0.567868029615299
"1028","gene","MSTRG.14386",0.376398675978714,7.93088732631286e-06,9.00942628372389e-05,-1.40966654164106
"1029","gene","MSTRG.31092",1.93516475148055,7.96904215683014e-06,9.04397223590499e-05,0.952456396357232
"1030","gene","MSTRG.2431",0.415034272626344,7.99204827151012e-06,9.05390559047489e-05,-1.26869761889411
"1031","gene","MSTRG.36443",1.85631297010159,7.99330079104266e-06,9.05390559047489e-05,0.892439966041301
"1032","gene","MSTRG.19394",0.680897476242734,8.0175093957191e-06,9.07252662046586e-05,-0.554490509059966
"1033","gene","MSTRG.31375",1.3236383812414,8.11997700034262e-06,9.17583283715786e-05,0.404509030869924
"1034","gene","MSTRG.18799",1.7961339885153,8.12451717213669e-06,9.17583283715786e-05,0.844894976669423
"1035","gene","MSTRG.20361",1.92493751790491,8.16214705734453e-06,9.20942544305984e-05,0.944811617718349
"1036","gene","MSTRG.11935",0.344271707845135,8.17161685140455e-06,9.21121057825312e-05,-1.53838046939236
"1037","gene","MSTRG.23692",1.68976170759439,8.19167140830857e-06,9.22491212210486e-05,0.756819810110364
"1038","gene","MSTRG.28120",0.554681536395254,8.23456666998457e-06,9.26074333640903e-05,-0.850268391407756
"1039","gene","MSTRG.39034",2.27840516530326,8.23934948324112e-06,9.26074333640903e-05,1.18802432211083
"1040","gene","MSTRG.5180",1.59205627748069,8.24873477611732e-06,9.26237737649019e-05,0.670891334504223
"1041","gene","MSTRG.15232",1.60263724701484,8.31733440875837e-06,9.33043527622289e-05,0.680447911982251
"1042","gene","MSTRG.7941",1.62260374724083,8.414901662257e-06,9.42677406537559e-05,0.698310725278167
"1043","gene","MSTRG.6891",0.163349598446424,8.41935721029863e-06,9.42677406537559e-05,-2.61396518660704
"1044","gene","MSTRG.7871",2.46526665905328,8.42779976584218e-06,9.42718828213649e-05,1.30174370619215
"1045","gene","MSTRG.39739",0.429208644768022,8.45723355813455e-06,9.4510596642962e-05,-1.22024896092164
"1046","gene","MSTRG.15795",0.472855669215957,8.49306170136455e-06,9.48202433542401e-05,-1.08052820113599
"1047","gene","MSTRG.18236",0.710286436545508,8.50224698834001e-06,9.48321302099663e-05,-0.49352715865179
"1048","gene","MSTRG.14957",0.781949976565929,8.51950735003548e-06,9.49339759863687e-05,-0.354851777468061
"1049","gene","MSTRG.11371",0.666139202116848,8.54000466821159e-06,9.50237417819324e-05,-0.586104408252957
"1050","gene","MSTRG.28130",0.554740120102029,8.54383703297046e-06,9.50237417819324e-05,-0.850116026573655
"1051","gene","MSTRG.16141",1.34994488928669,8.5588951553861e-06,9.50616204530326e-05,0.432900511294108
"1052","gene","MSTRG.20675",2.44029978366692,8.56352326739085e-06,9.50616204530326e-05,1.28705838952712
"1053","gene","MSTRG.18389",0.668856060190405,8.58493638788982e-06,9.52088196939955e-05,-0.58023232287346
"1054","gene","MSTRG.8433",0.417682723895814,8.61123283568688e-06,9.53773304590926e-05,-1.25952062259873
"1055","gene","MSTRG.27658",2.10687192088985,8.61646545935457e-06,9.53773304590926e-05,1.07510261376917
"1056","gene","MSTRG.17420",0.604935403652387,8.63568069953136e-06,9.5499506826825e-05,-0.725146998460218
"1057","gene","MSTRG.32611",2.23625834761095,8.67513489666294e-06,9.58244271693805e-05,1.16108686764753
"1058","gene","MSTRG.33608",0.705443066651912,8.68147319277313e-06,9.58244271693805e-05,-0.503398441226189
"1059","gene","MSTRG.9146",0.549314923511086,8.71368574717479e-06,9.60495250590088e-05,-0.864294608086527
"1060","gene","MSTRG.28858",0.59177407879334,8.71831619819741e-06,9.60495250590088e-05,-0.756881590676107
"1061","gene","MSTRG.40389",1.83758411917667,8.76420246243015e-06,9.64110833651522e-05,0.877810293780986
"1062","gene","MSTRG.13638",0.719575555893606,8.76764604673674e-06,9.64110833651522e-05,-0.474781916066244
"1063","gene","MSTRG.38780",1.30059171659694,8.88111705765748e-06,9.75669661329483e-05,0.379168140468106
"1064","gene","MSTRG.5097",1.58814082551558,8.9073723235078e-06,9.77634342048159e-05,0.667338846526778
"1065","gene","MSTRG.32707",1.45688563644256,8.93804999235748e-06,9.79843436096264e-05,0.542887632232336
"1066","gene","MSTRG.23667",4.44678880236642,8.9442807233997e-06,9.79843436096264e-05,2.15276388635928
"1067","gene","MSTRG.22720",1.40849164234844,8.98563996964974e-06,9.8345176724995e-05,0.494151003131914
"1068","gene","MSTRG.9084",1.31069498817257,9.00561509931119e-06,9.84359911532427e-05,0.390331995058048
"1069","gene","MSTRG.31094",0.529203061355499,9.01125471131081e-06,9.84359911532427e-05,-0.918106687485396
"1070","gene","MSTRG.6316",2.25625079783555,9.02612370390354e-06,9.84359911532427e-05,1.17392744215302
"1071","gene","MSTRG.11740",0.754341069074719,9.02765426658014e-06,9.84359911532427e-05,-0.406711121253103
"1072","gene","MSTRG.7812",0.288169235350881,9.0912684526101e-06,9.90227288956475e-05,-1.79501177178216
"1073","gene","MSTRG.23529",0.593547269987017,9.09842336915823e-06,9.90227288956475e-05,-0.752565164497492
"1074","gene","MSTRG.36977",1.6476501677639,9.13463608942511e-06,9.93242832889259e-05,0.720409959263884
"1075","gene","MSTRG.8921",1.59305484794133,9.15240634635772e-06,9.94249314537353e-05,0.671795938859934
"1076","gene","MSTRG.3776",1.28746140438319,9.22281037496475e-06,0.000100096635277731,0.364529183721426
"1077","gene","MSTRG.20548",1.39232113649133,9.23976859890097e-06,0.00010018757446422,0.477492004713556
"1078","gene","MSTRG.1904",0.706677025293124,9.34316199474594e-06,0.000101214699234363,-0.500877088438119
"1079","gene","MSTRG.1297",0.455518253734067,9.44821086568126e-06,0.000102195641228515,-1.13441922737164
"1080","gene","MSTRG.11795",0.550220335885758,9.45121532169857e-06,0.000102195641228515,-0.861918632915244
"1081","gene","MSTRG.13880",2.56636299957003,9.49853006848578e-06,0.000102612242497481,1.3597252470607
"1082","gene","MSTRG.27132",1.74837662692335,9.55328525908961e-06,0.000103108378239971,0.806015996775936
"1083","gene","MSTRG.3498",0.529277834375333,9.62731000309081e-06,0.000103728893403266,-0.917902858270296
"1084","gene","MSTRG.25090",0.305965533716181,9.62854259711765e-06,0.000103728893403266,-1.70855894895408
"1085","gene","MSTRG.18892",0.662983547179834,9.7079246164089e-06,0.000104487690018823,-0.592955026505132
"1086","gene","MSTRG.14837",1.60640549985747,9.76269429697751e-06,0.00010498042725608,0.683836113771044
"1087","gene","MSTRG.24700",0.276273468872756,9.78081144964449e-06,0.000105078487680725,-1.85583107115
"1088","gene","MSTRG.21648",0.217108146860812,9.82199458232635e-06,0.000105411388910766,-2.2035142316005
"1089","gene","MSTRG.31587",0.511492461769656,9.82985121800173e-06,0.000105411388910766,-0.967215116789041
"1090","gene","MSTRG.10657",1.24269393992581,9.85908218209541e-06,0.000105627854791294,0.313471022278495
"1091","gene","MSTRG.38616",0.552000560183792,9.92927283571809e-06,0.000106229142456361,-0.857258363800641
"1092","gene","MSTRG.11152",0.542511562868575,9.93339814714389e-06,0.000106229142456361,-0.882274207993144
"1093","gene","MSTRG.24773",1.40120666886119,9.98323037848525e-06,0.000106626024121945,0.486669759588661
"1094","gene","MSTRG.17449",1.52369989712998,9.988771227043e-06,0.000106626024121945,0.607578782387394
"1095","gene","MSTRG.14626",2.7002641680433,1.0017476866464e-05,0.000106737767624472,1.43310055367727
"1096","gene","MSTRG.32784",2.17038022136666,1.00175195509866e-05,0.000106737767624472,1.11794780554008
"1097","gene","MSTRG.16891",0.231261751008887,1.00284671928907e-05,0.000106757009916662,-2.11240142032209
"1098","gene","MSTRG.36319",0.475115251159858,1.00787684691461e-05,0.000107194770658186,-1.07365057700506
"1099","gene","MSTRG.20136",1.66710910461375,1.01000927416051e-05,0.000107287213140398,0.737348525160791
"1100","gene","MSTRG.21572",0.704490294304313,1.01088489756762e-05,0.000107287213140398,-0.505348264087709
"1101","gene","MSTRG.1113",0.224363491768042,1.01150215505719e-05,0.000107287213140398,-2.15609015392369
"1102","gene","MSTRG.8603",0.556238372699553,1.01875425182474e-05,0.000107958367992825,-0.846224820907962
"1103","gene","MSTRG.20837",0.734927497000636,1.02401853685485e-05,0.000108417846540263,-0.444326164498923
"1104","gene","MSTRG.34991",1.3380109948299,1.02828198083049e-05,0.000108717204991068,0.420089971077581
"1105","gene","MSTRG.13940",1.66588298703447,1.02870792528797e-05,0.000108717204991068,0.736287068198194
"1106","gene","MSTRG.8527",0.498213351634411,1.02993071788848e-05,0.000108748019199835,-1.00516440996328
"1107","gene","MSTRG.23853",1.43716648868395,1.03145765482093e-05,0.000108810862628716,0.52322720061613
"1108","gene","MSTRG.18986",0.227534166384701,1.05038153070947e-05,0.000110707179743909,-2.13584489914621
"1109","gene","MSTRG.29871",1.49338654847492,1.05184287814142e-05,0.000110719210362384,0.57858764128471
"1110","gene","MSTRG.31460",0.531288041571764,1.05239187790929e-05,0.000110719210362384,-0.912433854425849
"1111","gene","MSTRG.9900",0.561872587476309,1.05356021364855e-05,0.000110742359810871,-0.83168507877585
"1112","gene","MSTRG.31624",1.66137398305598,1.05496484656964e-05,0.0001107902830777,0.732376867261038
"1113","gene","MSTRG.14271",0.717386718999897,1.0590750614492e-05,0.000111121999708929,-0.479177057997758
"1114","gene","MSTRG.22466",2.07350596041609,1.06169491885799e-05,0.000111296887454431,1.05207219436245
"1115","gene","MSTRG.7234",0.474585535029876,1.07061994216728e-05,0.000112131835736588,-1.07525996582345
"1116","gene","MSTRG.37074",1.42378047295673,1.0805312609774e-05,0.000113068495212313,0.509726720046179
"1117","gene","MSTRG.40218",5.72282123257181,1.08498503101906e-05,0.000113432902347722,2.51672654120275
"1118","gene","MSTRG.8980",1.42741892531411,1.09027074290946e-05,0.000113883557564371,0.513408805574851
"1119","gene","MSTRG.12989",1.65224707547197,1.0916716052467e-05,0.000113897624037206,0.724429442147718
"1120","gene","MSTRG.2720",0.678703492539918,1.092356044885e-05,0.000113897624037206,-0.559146657780038
"1121","gene","MSTRG.10778",1.2896195658409,1.09535060996979e-05,0.000114094647035687,0.366945537414863
"1122","gene","MSTRG.69",0.400715332514681,1.09619964012708e-05,0.000114094647035687,-1.31935038242412
"1123","gene","MSTRG.26458",1.33319638809955,1.10138902038592e-05,0.00011453268904779,0.414889314011501
"1124","gene","MSTRG.6173",3.06677092826481,1.10857778663487e-05,0.000115177681426352,1.61672040886165
"1125","gene","MSTRG.30763",0.597287033032859,1.11422049131615e-05,0.000115661039089689,-0.743503693352649
"1126","gene","MSTRG.16145",0.620884303591972,1.11794550943234e-05,0.000115944650614128,-0.687603635112608
"1127","gene","MSTRG.13389",1.6719748800413,1.12518410499973e-05,0.000116591836541144,0.741553172351757
"1128","gene","MSTRG.14831",1.37751318196697,1.12997928654046e-05,0.000116984912306911,0.462066124580379
"1129","gene","MSTRG.23881",1.54408742497889,1.13212836063692e-05,0.000117102290041018,0.626754439142784
"1130","gene","MSTRG.37848",0.401885848219271,1.13311857977694e-05,0.000117102290041018,-1.31514231884264
"1131","gene","MSTRG.39681",1.33395354299492,1.13496835525417e-05,0.000117189747592027,0.41570842330067
"1132","gene","MSTRG.17408",1.84314668417236,1.13777378036861e-05,0.000117375637872303,0.882170890343045
"1133","gene","MSTRG.35208",1.72792516893636,1.13888454219557e-05,0.00011738652854157,0.789040740220097
"1134","gene","MSTRG.19178",1.4483038639436,1.14269622268903e-05,0.000117675542227183,0.534364321353066
"1135","gene","MSTRG.21923",1.52986607106932,1.15227126418205e-05,0.000118557038089145,0.613405360720976
"1136","gene","MSTRG.29343",0.731612021592139,1.15985134578889e-05,0.000119168902166619,-0.450849313747056
"1137","gene","MSTRG.2769",1.72507657111867,1.16025896355065e-05,0.000119168902166619,0.786660400338025
"1138","gene","MSTRG.10161",1.48995742944103,1.16727623895585e-05,0.000119637945805902,0.57527111108228
"1139","gene","MSTRG.9583",1.39519267633604,1.16751584504637e-05,0.000119637945805902,0.480464372233347
"1140","gene","MSTRG.14464",1.79673722272438,1.16789911130954e-05,0.000119637945805902,0.845379426547497
"1141","gene","MSTRG.22251",2.00710666935386,1.17237205187193e-05,0.000119990892390538,1.00511729196631
"1142","gene","MSTRG.24053",1.60545408755107,1.17353503743534e-05,0.000119999029725264,0.682981407754742
"1143","gene","MSTRG.37516",2.7649378952817,1.1748068086348e-05,0.000119999029725264,1.46724707569494
"1144","gene","MSTRG.36248",0.559122296677262,1.17644742989587e-05,0.000119999029725264,-0.838764216984539
"1145","gene","MSTRG.2576",0.369626103266682,1.17656181739534e-05,0.000119999029725264,-1.43586145035307
"1146","gene","MSTRG.1057",0.797881230339962,1.17783218642753e-05,0.000120023772016585,-0.325754086725528
"1147","gene","MSTRG.32898",1.39274446206652,1.18740083613345e-05,0.000120878824200244,0.477930579455235
"1148","gene","MSTRG.23019",0.56107666484287,1.18829328807912e-05,0.000120878824200244,-0.833730182463496
"1149","gene","MSTRG.37408",2.32751525671631,1.19252733208342e-05,0.00012120395286397,1.21879062459043
"1150","gene","MSTRG.25316",0.698392098518031,1.19593787261119e-05,0.000121444891098725,-0.517890858218602
"1151","gene","MSTRG.37042",1.68987822616484,1.19803097754501e-05,0.00012155174418567,0.756919288615245
"1152","gene","MSTRG.38504",0.421128971280375,1.20584160400172e-05,0.000122220528998973,-1.24766596674487
"1153","gene","MSTRG.25366",0.706599206734013,1.20671578982545e-05,0.000122220528998973,-0.50103596530435
"1154","gene","MSTRG.1397",0.626986666699293,1.20950762922956e-05,0.000122397141197078,-0.673493331431562
"1155","gene","MSTRG.1300",3.06120391353507,1.22011995740134e-05,0.000123364163311973,1.61409914916005
"1156","gene","MSTRG.2400",1.35272285967455,1.22496029502095e-05,0.000123746421498743,0.4358662961304
"1157","gene","MSTRG.22302",1.44281713682781,1.24195890003342e-05,0.000125355194767419,0.52888846371752
"1158","gene","MSTRG.36713",1.7029039426027,1.25548969837075e-05,0.000126611474072311,0.767997057776762
"1159","gene","MSTRG.21073",1.43638119393911,1.26689258099777e-05,0.0001275568120893,0.522438669512871
"1160","gene","MSTRG.7453",0.438077150865576,1.26704831326929e-05,0.0001275568120893,-1.19074312604385
"1161","gene","MSTRG.34699",3.19667490143532,1.26826731492446e-05,0.0001275695581713,1.67657203096999
"1162","gene","MSTRG.16642",0.779693451963228,1.27239687519598e-05,0.000127767927730555,-0.359021076374878
"1163","gene","MSTRG.7883",1.89421609232937,1.27242764129676e-05,0.000127767927730555,0.921600922965087
"1164","gene","MSTRG.27711",1.45528020041803,1.27499957724986e-05,0.000127873218244017,0.541296957143455
"1165","gene","MSTRG.34979",0.673523128679872,1.27566620358177e-05,0.000127873218244017,-0.570200606424984
"1166","gene","MSTRG.22418",1.4037630733757,1.28551219833462e-05,0.000128749669400957,0.489299458641166
"1167","gene","MSTRG.21616",0.278199151458542,1.29212527313349e-05,0.000129273395386526,-1.84581007539693
"1168","gene","MSTRG.5942",1.46709536437321,1.29295535032936e-05,0.000129273395386526,0.552962652358721
"1169","gene","MSTRG.20871",0.359210573415163,1.29464536464674e-05,0.000129331638736909,-1.47709827824618
"1170","gene","MSTRG.6096",1.80663215195751,1.30414353254338e-05,0.000130169129684116,0.853302789229551
"1171","gene","MSTRG.15645",0.693848336675563,1.30896303831562e-05,0.000130484712315113,-0.527307745970998
"1172","gene","MSTRG.2761",0.591826692874868,1.30965664855154e-05,0.000130484712315113,-0.756753327707092
"1173","gene","MSTRG.24069",1.39345201383767,1.31065736894698e-05,0.000130484712315113,0.478663321357809
"1174","gene","MSTRG.3335",2.84009844799206,1.31283513837843e-05,0.000130590193747729,1.50594093957794
"1175","gene","MSTRG.296",1.70212180728283,1.3225593243571e-05,0.00013144551310504,0.767334282896322
"1176","gene","MSTRG.16028",0.31866233328867,1.32938317561893e-05,0.000132011366708145,-1.64989959597609
"1177","gene","MSTRG.29358",0.69510590834631,1.33111594734503e-05,0.00013201560221661,-0.524695287115399
"1178","gene","MSTRG.23741",2.84246342761129,1.33168675638951e-05,0.00013201560221661,1.50714178688595
"1179","gene","MSTRG.38725",0.395734520974964,1.33929755127271e-05,0.000132657479251592,-1.33739517396116
"1180","gene","MSTRG.25989",1.30735392231304,1.34078874047816e-05,0.000132692634841559,0.386649755399184
"1181","gene","MSTRG.9282",0.642015786118686,1.35072627900357e-05,0.000133456995552192,-0.639319323590958
"1182","gene","MSTRG.8076",0.675795254739025,1.35079781420355e-05,0.000133456995552192,-0.565341874584688
"1183","gene","MSTRG.628",0.560750200646262,1.35560249217015e-05,0.000133818477629442,-0.83456986335412
"1184","gene","MSTRG.25186",3.83699427988872,1.35796893987461e-05,0.000133938862160943,1.93997661420254
"1185","gene","MSTRG.29984",1.72302248604243,1.36330121263128e-05,0.000134351321190786,0.784941529357532
"1186","gene","MSTRG.37033",0.373209771128727,1.36513505718527e-05,0.000134410727886351,-1.42194133652614
"1187","gene","MSTRG.8573",1.33350734895643,1.36620597706028e-05,0.000134410727886351,0.415225775600335
"1188","gene","MSTRG.38800",1.46602706332894,1.37186037751924e-05,0.00013485341320429,0.551911736329885
"1189","gene","MSTRG.25154",0.258053363823944,1.37470426313513e-05,0.000135019313581935,-1.95425865806314
"1190","gene","MSTRG.27784",1.84820783877867,1.37692901536202e-05,0.000135124176818467,0.886127003028363
"1191","gene","MSTRG.1535",0.689234118886188,1.37933024819681e-05,0.000135213682296005,-0.536933974390161
"1192","gene","MSTRG.30958",0.614510647441821,1.38015678452508e-05,0.000135213682296005,-0.702490086928261
"1193","gene","MSTRG.15767",0.626071423464113,1.38146185129084e-05,0.000135228093037506,-0.675600842841894
"1194","gene","MSTRG.13592",0.555955400712869,1.38504626437941e-05,0.000135465412691983,-0.846958941706814
"1195","gene","MSTRG.35573",1.71416562261428,1.39073633518283e-05,0.000135747911279955,0.777506509322393
"1196","gene","MSTRG.31801",0.415326062126151,1.39124739348961e-05,0.000135747911279955,-1.2676836897261
"1197","gene","MSTRG.35513",1.61864531198558,1.39142190274111e-05,0.000135747911279955,0.694786887617249
"1198","gene","MSTRG.26123",1.70950339697981,1.39767999443041e-05,0.000136244632512173,0.773577289575088
"1199","gene","MSTRG.27676",1.43460193575711,1.40930600178724e-05,0.000137263348531037,0.520650482562063
"1200","gene","MSTRG.9907",1.84931792653858,1.41062465326414e-05,0.000137277289173488,0.886993267798881
"1201","gene","MSTRG.7381",2.42689642593215,1.42627091639369e-05,0.000138684361046174,1.27911253906895
"1202","gene","MSTRG.6625",0.751102097100396,1.43542877579783e-05,0.000139458712510541,-0.412919068680314
"1203","gene","MSTRG.27049",0.536753361049299,1.4370469536118e-05,0.000139499869694751,-0.897668774888132
"1204","gene","MSTRG.31058",0.208064814321747,1.43882994700917e-05,0.000139556944528015,-2.26489508221903
"1205","gene","MSTRG.35528",0.605963719648391,1.4408872315963e-05,0.000139640506975781,-0.722696675859458
"1206","gene","MSTRG.24932",1.42292236927248,1.44310349020627e-05,0.0001396764582676,0.508856954541345
"1207","gene","MSTRG.12581",0.452486355587572,1.44423152486084e-05,0.0001396764582676,-1.14405380550463
"1208","gene","MSTRG.15044",1.56448591830196,1.4448463913963e-05,0.0001396764582676,0.645688673160261
"1209","gene","MSTRG.10307",1.58456353119336,1.44615562155392e-05,0.000139687389152248,0.664085504024443
"1210","gene","MSTRG.23442",2.14757916676221,1.45664493008679e-05,0.000140584293335153,1.10271131478171
"1211","gene","MSTRG.6063",1.31661661205644,1.45870747814136e-05,0.000140667100988727,0.396835305801017
"1212","gene","MSTRG.2727",0.731274059965935,1.46783207588541e-05,0.000141430222625329,-0.451515907785997
"1213","gene","MSTRG.32547",1.23503882448946,1.4764089442898e-05,0.000142139354092467,0.304556394860973
"1214","gene","MSTRG.15523",0.745777239072641,1.49271859465339e-05,0.000143544170533726,-0.423183327781321
"1215","gene","MSTRG.9238",1.264496714616,1.49632991859328e-05,0.000143544170533726,0.338563288631546
"1216","gene","MSTRG.426",0.724886471072961,1.49640141537954e-05,0.000143544170533726,-0.464173031408425
"1217","gene","MSTRG.5609",3.94085174239728,1.49707101966268e-05,0.000143544170533726,1.97850747529876
"1218","gene","MSTRG.12163",0.357056248390703,1.49714676922486e-05,0.000143544170533726,-1.48577672964666
"1219","gene","MSTRG.35018",5.50543724592777,1.49881619866399e-05,0.000143586345922872,2.46085714825489
"1220","gene","MSTRG.13204",0.692749763081665,1.50586140433839e-05,0.000144143028523473,-0.529593782577949
"1221","gene","MSTRG.7091",1.46360744823681,1.5090924209038e-05,0.000144245152227356,0.549528662622763
"1222","gene","MSTRG.29233",0.507022618423352,1.50991611976847e-05,0.000144245152227356,-0.979877987186671
"1223","gene","MSTRG.16736",1.30100318715261,1.51063385146477e-05,0.000144245152227356,0.379624496324445
"1224","gene","MSTRG.33339",2.09564436351219,1.51478474956779e-05,0.000144523335828861,1.06739390841641
"1225","gene","MSTRG.33256",2.9490936836161,1.51849919807212e-05,0.000144759458245602,1.56027165310212
"1226","gene","MSTRG.29766",1.50836643338738,1.52045339205653e-05,0.000144813262916475,0.592986950762998
"1227","gene","MSTRG.3259",0.2273042762287,1.5215437026761e-05,0.000144813262916475,-2.13730326935057
"1228","gene","MSTRG.22930",1.5920443381181,1.52580895532717e-05,0.000145100952608393,0.67088051521094
"1229","gene","MSTRG.10319",0.413324395802775,1.52968538377207e-05,0.000145276728434817,-1.27465357592454
"1230","gene","MSTRG.37183",1.79451533655841,1.53075621303067e-05,0.000145276728434817,0.843594252985262
"1231","gene","MSTRG.34980",0.540367025690033,1.53138938776554e-05,0.000145276728434817,-0.887988453763556
"1232","gene","MSTRG.39715",0.611618192991331,1.5376662558908e-05,0.000145708141324191,-0.709296773623566
"1233","gene","MSTRG.14834",1.38500514985592,1.53843242209906e-05,0.000145708141324191,0.469891340648318
"1234","gene","MSTRG.35137",1.44584970916076,1.5405899528087e-05,0.000145794242049433,0.531917597159644
"1235","gene","MSTRG.27787",1.29863419434655,1.54470986902799e-05,0.000146065763971732,0.376995102591629
"1236","gene","MSTRG.4000",0.662211730630318,1.54642622882672e-05,0.000146109753238176,-0.59463552756488
"1237","gene","MSTRG.25438",0.303241828488952,1.56177657547607e-05,0.000147440799097895,-1.72145932557555
"1238","gene","MSTRG.1597",0.68543259361985,1.56620062523594e-05,0.000147739021821529,-0.544913298513647
"1239","gene","MSTRG.23845",1.3939443417682,1.57335162733752e-05,0.000148218617675133,0.479172957577876
"1240","gene","MSTRG.10132",0.762359281775366,1.57382330807643e-05,0.000148218617675133,-0.391457029088494
"1241","gene","MSTRG.25644",0.754938803134236,1.58816132598272e-05,0.0001493952669955,-0.405568393486835
"1242","gene","MSTRG.31902",1.41704922216566,1.58999716615149e-05,0.0001493952669955,0.502889872116875
"1243","gene","MSTRG.13119",1.53624548381864,1.59015513679917e-05,0.0001493952669955,0.619408769437946
"1244","gene","MSTRG.17028",1.41755101867734,1.59317495598277e-05,0.000149558658649251,0.503400659730634
"1245","gene","MSTRG.34392",0.588781271852422,1.59572770879191e-05,0.000149677977375678,-0.764196312479097
"1246","gene","MSTRG.21350",0.485510643217693,1.5984175050443e-05,0.000149809948827507,-1.04242517257125
"1247","gene","MSTRG.6350",1.7695912076029,1.60241163451591e-05,0.000150063857801739,0.823416122523408
"1248","gene","MSTRG.18896",1.29595020766765,1.6062105266279e-05,0.000150299090784941,0.374010288800509
"1249","gene","MSTRG.13844",1.895922316915,1.60823365713547e-05,0.000150337978127169,0.92289985279235
"1250","gene","MSTRG.2627",0.101591138267654,1.60920082770133e-05,0.000150337978127169,-3.29915353268769
"1251","gene","MSTRG.38585",1.33212999495073,1.6134044483973e-05,0.000150610209019854,0.413734873640285
"1252","gene","MSTRG.21776",0.490257451723433,1.62320004111205e-05,0.00015140359488903,-1.02838853589729
"1253","gene","MSTRG.6359",0.316960380540566,1.62624460340322e-05,0.000151566516189487,-1.65762557745603
"1254","gene","MSTRG.16063",0.572015543033155,1.62938245694688e-05,0.000151737865488243,-0.80587374586937
"1255","gene","MSTRG.22384",0.506764049360124,1.63095873453312e-05,0.00015176363427791,-0.980613913837099
"1256","gene","MSTRG.5606",3.02922558902655,1.64011923403651e-05,0.000152494525597757,1.59894902087052
"1257","gene","MSTRG.2425",1.44878218817618,1.64455798381535e-05,0.00015272709353776,0.534840714523399
"1258","gene","MSTRG.16525",0.70934931763763,1.64523620200807e-05,0.00015272709353776,-0.495431840178032
"1259","gene","MSTRG.21631",0.258641576268615,1.65088321060214e-05,0.000153129580090642,-1.95097388990435
"1260","gene","MSTRG.6330",0.62235568111407,1.6549756972406e-05,0.000153387350733141,-0.684188767393397
"1261","gene","MSTRG.6482",2.12250513042913,1.67426632586842e-05,0.000155049616953224,1.08576804100362
"1262","gene","MSTRG.472",0.50715940863139,1.67556616368358e-05,0.000155049616953224,-0.979488813348622
"1263","gene","MSTRG.5085",1.66658621510677,1.67897233944725e-05,0.000155172903982826,0.736895952245452
"1264","gene","MSTRG.23810",0.564202317273439,1.67955600817171e-05,0.000155172903982826,-0.82571550356148
"1265","gene","MSTRG.18926",0.733385873393759,1.6903569215021e-05,0.000156047336990526,-0.44735561801293
"1266","gene","MSTRG.27783",1.56560867704328,1.69366312552377e-05,0.000156070713438428,0.646723656920875
"1267","gene","MSTRG.26287",0.677372428862722,1.69447746904972e-05,0.000156070713438428,-0.561978828977243
"1268","gene","MSTRG.28465",0.505224796562113,1.6946194951184e-05,0.000156070713438428,-0.985002646182956
"1269","gene","MSTRG.27650",0.528023524778455,1.69708257199419e-05,0.000156174391455856,-0.921325888172632
