"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"CRYBA2",1.73115504916782e-53,0.622245244127391,0.211,0.002,1.07089251341521e-48
"ABHD2",1.79784709883516e-53,0.426928181095203,0.586,0.084,1.11214821533943e-48
"CLCA1",2.59304268102488e-53,2.82838170738763,0.481,0.062,1.60405620248199e-48
"FAM162A",2.80009819899493e-53,1.03527333556212,0.895,0.288,1.73214074589826e-48
"ST14",3.38599063975763e-53,0.816266673089171,0.82,0.192,2.09457380975407e-48
"TTYH3",4.28754110915668e-53,0.305266182697355,0.406,0.036,2.65227293012432e-48
"ELMO3",4.45065837218827e-53,0.292682586350947,0.368,0.028,2.75317726903566e-48
"SULT1B1",9.5754226426937e-53,0.300156469927023,0.256,0.008,5.92335644677033e-48
"UAP1",9.68742182386717e-53,0.77218557401985,0.797,0.206,5.99263914024423e-48
"MLLT3",1.26228858870216e-52,0.301239419602197,0.376,0.029,7.80851720971158e-48
"TNFRSF1A",1.52844249786902e-52,0.366941410618295,0.481,0.055,9.45494529181777e-48
"PDLIM5",1.71797606707012e-52,0.463454293676058,0.564,0.082,1.06273999508958e-47
"PATJ",1.79070529897487e-52,0.308349696125189,0.414,0.038,1.10773029794586e-47
"COX5B",1.83407018082104e-52,1.13323840868325,1,0.868,1.13455581385589e-47
"RBFOX2",1.92315276141053e-52,0.310441795453736,0.391,0.033,1.18966229820855e-47
"TWF1",1.95037842384494e-52,0.535785646134009,0.669,0.12,1.20650409299048e-47
"MYO1D",2.41215988129164e-52,0.363374360804469,0.466,0.054,1.49216210256701e-47
"SPINT1-AS1",3.75097717308542e-52,0.418741676786005,0.541,0.075,2.32035447927064e-47
"OLMALINC",6.1484709428283e-52,0.299371281643482,0.368,0.029,3.80344412523358e-47
"TRIP6",7.02324356236416e-52,0.534402224278175,0.579,0.093,4.34457846767847e-47
"MARVELD2",7.53918309878048e-52,0.255823442733918,0.293,0.014,4.6637386649056e-47
"BAIAP2L2",7.94198002689837e-52,0.255333096728926,0.293,0.014,4.91290884463933e-47
"CKB",9.20818034491438e-52,1.10203414755962,0.617,0.106,5.69618036136404e-47
"CCND2",1.49194678310946e-51,0.479756115682756,0.624,0.1,9.22918280031511e-47
"PPP1R16A",1.76743255216204e-51,0.475724020838088,0.511,0.068,1.09333377676744e-46
"PLEKHA5",2.63882248325498e-51,0.29790890057307,0.383,0.033,1.63237558814153e-46
"GCNT3",2.71979983709612e-51,0.650239919664544,0.316,0.019,1.68246817922766e-46
"ALDH1B1",4.7724052757803e-51,0.344736505210381,0.353,0.027,2.95220990359769e-46
"FAM151B-DT",4.88619442890578e-51,0.276881580093943,0.353,0.026,3.02259987372112e-46
"KIF9",5.73162709324207e-51,0.47299108987566,0.519,0.074,3.54558451987954e-46
"CAPG",5.92739782856944e-51,0.544337003469344,0.737,0.144,3.66668829675306e-46
"CMIP",7.64358899842429e-51,0.585507604190133,0.617,0.105,4.72832415442527e-46
"TP53I3",8.05758820003726e-51,0.480674652116928,0.519,0.073,4.98442406054305e-46
"FNIP2",8.3313221046842e-51,0.263713595794327,0.346,0.025,5.15375585395765e-46
"CA12",9.15430789453934e-51,0.351923693558525,0.301,0.017,5.66285486356204e-46
"H2AJ",1.33384325443917e-50,1.10294002736505,0.917,0.333,8.25115437196069e-46
"CLMN",1.34275995409586e-50,0.351630096560846,0.368,0.03,8.306313076037e-46
"DPCD",1.65828428949833e-50,0.388228721257759,0.504,0.068,1.02581466148367e-45
"CTNNB1",2.22158377513313e-50,0.832008901287329,0.789,0.189,1.37427172329736e-45
"HOOK1",2.35260819040508e-50,0.292522535818193,0.429,0.045,1.45532342658458e-45
"GFUS",2.80631965693184e-50,1.33867785511748,0.917,0.393,1.73598933977804e-45
"GSTP1",2.93148190236083e-50,1.49652524321569,1,0.792,1.81341470480041e-45
"KDF1",3.67635958176154e-50,0.266770773478028,0.353,0.028,2.27419603727769e-45
"GSS",4.05626263710834e-50,0.531284017307322,0.602,0.105,2.50920406731522e-45
"RAB15",7.12508518862333e-50,0.256301344377462,0.293,0.016,4.40757769768239e-45
"SBDS",7.87746630546993e-50,0.847204746003506,0.835,0.234,4.8730006565637e-45
"TJP3",1.02890935986621e-49,0.28539149518229,0.316,0.02,6.36483330013237e-45
"NXPE4",2.01030191808177e-49,0.272413531028381,0.195,0.002,1.24357276652538e-44
"SCIN",2.66172670881593e-49,0.277926312132542,0.263,0.011,1.64654414207353e-44
"BDH1",3.34056725830109e-49,0.413071616391136,0.556,0.087,2.06647490598505e-44
"PDZD8",3.36989068402183e-49,0.399158034739934,0.489,0.064,2.08461437713591e-44
"LDLR",4.51083995687282e-49,0.327469747962391,0.346,0.027,2.79040559732152e-44
"CREB3L4",7.24590147290416e-49,0.437653886815058,0.556,0.084,4.48231465113851e-44
"SPRY1",9.31456144614843e-49,0.307828827309375,0.391,0.037,5.76198771058742e-44
"ZNF511",1.18989022766085e-48,0.83545515949425,0.872,0.268,7.36066094831e-44
"LAMB1",1.23644022102004e-48,0.262209844710457,0.316,0.021,7.64861920722998e-44
"ARSD",1.25239387074568e-48,0.294400460427368,0.308,0.019,7.74730848443275e-44
"PSMB5",1.49554658304064e-48,1.09380163149773,0.925,0.398,9.25145116268941e-44
"MCU",1.57845928634452e-48,0.312913839605807,0.451,0.054,9.76434914532717e-44
"UQCRQ",1.91503769260261e-48,1.13303698628642,0.992,0.806,1.18464231664397e-43
"IL20RA",2.22333143025165e-48,0.269334909062375,0.316,0.022,1.37535282275367e-43
"SERINC5",5.11434965392217e-48,0.270788259725132,0.429,0.047,3.16373669591625e-43
"EPB41L2",6.13703044551431e-48,0.588060739497545,0.624,0.115,3.79636703359515e-43
"MYEOV",8.80919502658009e-48,0.374110427191704,0.391,0.039,5.44936804344244e-43
"CTHRC1",1.13463665437179e-47,0.476222610763176,0.278,0.015,7.01886234394389e-43
"INAVA",1.30256442925203e-47,0.319723751131935,0.323,0.023,8.05766355935307e-43
"DHCR24",1.42974695156348e-47,0.340495355035192,0.466,0.06,8.84441464237171e-43
"TBC1D2",1.48439176496588e-47,0.280657018910253,0.346,0.028,9.18244745807891e-43
"FBXO32",1.91311153868329e-47,0.354091563095073,0.331,0.025,1.18345079782948e-42
"NNMT",1.96397694533006e-47,0.693430288049009,0.271,0.013,1.21491613838117e-42
"CHPT1",2.72488766257049e-47,0.610000421549473,0.707,0.146,1.6856155080661e-42
"HOXB8",5.09544925848954e-47,0.279986974052445,0.263,0.013,3.15204491130163e-42
"TLCD3A",5.3490870559015e-47,0.252235012756389,0.323,0.024,3.30894525278067e-42
"ASCL2",6.35231618324602e-47,0.579027031938635,0.398,0.043,3.92954279095599e-42
"STING1",7.71629381239757e-47,0.321755777811829,0.361,0.032,4.77329935234913e-42
"SLC44A1",9.04889924139254e-47,0.532338003512639,0.647,0.129,5.59764907072542e-42
"CENPV",1.13877349716307e-46,0.464791132007736,0.609,0.108,7.04445285345074e-42
"HES4",1.29364745664229e-46,0.415103016960431,0.301,0.02,8.0025031667892e-42
"HOXA7",1.96853240561156e-46,0.341942569645016,0.331,0.026,1.21773414611131e-41
"C4BPB",2.74597447703523e-46,0.338964087801886,0.286,0.018,1.69865981149399e-41
"MAPK3",3.35699622372884e-46,0.53754526136095,0.669,0.136,2.07663786399866e-41
"HSPB1",3.72735515750885e-46,1.53428307318637,0.902,0.348,2.30574190043498e-41
"RASSF7",4.21593000331394e-46,0.569933238333716,0.714,0.155,2.60797430005e-41
"ASAH1",6.03019820475175e-46,0.741763392569068,0.835,0.249,3.73028060945943e-41
"CDC34",1.11215188970739e-45,0.480034578837028,0.594,0.109,6.87977158972993e-41
"SLC35A3",1.17219392164006e-45,0.595234399737913,0.624,0.126,7.25119159926538e-41
"ICA1",1.4094944297498e-45,0.329389929919004,0.586,0.099,8.71913254243226e-41
"VSNL1",1.57315291176285e-45,0.314712209354919,0.286,0.018,9.73152391216498e-41
"P4HB",1.69964325805265e-45,1.19279353680539,0.955,0.591,1.05139931943137e-40
"FCGRT",1.76124996402973e-45,0.763520254833941,0.669,0.145,1.08950922774879e-40
"PODXL2",1.92688296553124e-45,0.30660735759639,0.353,0.033,1.19196980247763e-40
"LMO7",1.94310029846885e-45,0.46365448493746,0.519,0.079,1.20200184463283e-40
"C11orf53",2.2502096534889e-45,0.271932526705416,0.173,0.001,1.39197969164823e-40
"FAIM2",4.18150003474308e-45,0.254944128435709,0.188,0.003,2.58667592149207e-40
"EDEM3",4.72190735095706e-45,0.356216729079555,0.519,0.081,2.92097188730204e-40
"NDFIP2",5.00843327842372e-45,0.593997961465252,0.729,0.169,3.09821682603291e-40
"ECHDC2",5.33566573300546e-45,0.415221221354185,0.534,0.084,3.30064282243718e-40
"CD46",1.0943202649499e-44,0.873115997127896,0.812,0.239,6.76946515898007e-40
"VSIG10",1.09617969401217e-44,0.269866797010658,0.376,0.038,6.78096758715931e-40
"NUDT14",1.17799982946973e-44,0.376987566792739,0.564,0.094,7.28710694509978e-40
"NUDT8",1.26624820563594e-44,0.458989653336557,0.549,0.095,7.83301140006395e-40
"KDELR1",1.33828339390255e-44,1.14034193310987,0.895,0.424,8.27862107468116e-40
"PTTG1IP",1.74427805877721e-44,0.62194603806629,0.729,0.172,1.07901040715958e-39
"CXCL16",2.37225279430046e-44,0.45176365228821,0.414,0.049,1.46747557855426e-39
"DSTN",2.61600653759706e-44,1.09371774407088,1,0.574,1.61826164415754e-39
"EFNA3",2.87907650831103e-44,0.256753702385329,0.316,0.025,1.7809967280412e-39
"GCAT",5.36955096312523e-44,0.378419984133371,0.429,0.057,3.32160422578926e-39
"CDK2AP1",6.06465874531272e-44,0.31806426867389,0.504,0.076,3.75159789985045e-39
"B3GALT5",6.36269281912149e-44,0.252061785170574,0.256,0.013,3.93596177790855e-39
"CEBPG",6.68942702042074e-44,0.617847981127439,0.714,0.169,4.13807955483227e-39
"NME4",6.71790068504577e-44,0.577106582463691,0.647,0.142,4.15569336376931e-39
"TNFRSF12A",7.30295659118728e-44,0.456721888250879,0.346,0.033,4.51760894730845e-39
"CYP3A5",8.53367556115759e-44,0.401647902819367,0.383,0.042,5.27893170213209e-39
"METTL27",9.79974636266708e-44,0.292147103298588,0.301,0.023,6.06212309994586e-39
"TFG",1.25623720323844e-43,0.729727642171688,0.865,0.274,7.77108333923301e-39
"GOLIM4",1.58030325883473e-43,0.453696689832857,0.504,0.082,9.77575595915162e-39
"GSN",1.85479182672083e-43,0.712994663523518,0.812,0.225,1.1473742240095e-38
"OCIAD2",2.12407959258712e-43,1.27140850535627,0.932,0.584,1.31395563597439e-38
"DNAJA4",2.65287619072384e-43,0.267384858452573,0.391,0.045,1.64106921158177e-38
"ARL14",2.69056782878276e-43,0.368801946282529,0.323,0.028,1.66438525888502e-38
"FAM177B",2.69306530719551e-43,0.412817665650158,0.421,0.052,1.66593019903115e-38
"DPM3",2.84453345180091e-43,0.813364745985918,0.82,0.264,1.75962839328405e-38
"NDUFS5",3.24066389042523e-43,1.03539132440389,1,0.746,2.00467468261705e-38
"ATP5ME",3.7894035938725e-43,1.0333272709095,1,0.86,2.34412506316953e-38
"DNPEP",3.85051369470006e-43,0.649465570749404,0.82,0.22,2.38192777154145e-38
"CDHR5",3.87688710534298e-43,0.357193730914054,0.346,0.033,2.39824236336517e-38
"AKAP1",5.58267710466865e-43,0.413802067890478,0.504,0.082,3.45344405694803e-38
"BRI3",8.58347552369197e-43,0.679996958887339,0.729,0.186,5.30973795895585e-38
"ENSG00000238142",1.04369294686727e-42,0.401221665426737,0.602,0.112,6.45628456932096e-38
"KIF1C",1.16747746651025e-42,0.364202151355365,0.451,0.064,7.22201560783243e-38
"SDCBP2",1.34620608051944e-42,0.784972984440784,0.316,0.028,8.32763081409326e-38
"BMP4",1.7309468961462e-42,0.400538497793774,0.278,0.018,1.07076374995604e-37
"CHP1",2.09416820783884e-42,0.573946736335302,0.729,0.173,1.2954524533691e-37
"MT-CO2",2.74237873277591e-42,1.12977066714158,0.992,0.999,1.69643548409518e-37
"MT1X",2.86925164742303e-42,0.624334319135813,0.579,0.114,1.77491906909589e-37
"AP1S1",3.02935385445656e-42,0.761869600350183,0.857,0.281,1.87395829436683e-37
"RPL36",3.08911107582668e-42,0.871117796818303,1,0.998,1.91092411150638e-37
"SLC2A1",4.55201379793974e-42,0.515502733212659,0.534,0.093,2.81587573540552e-37
"B4GALT4",4.67276256997601e-42,0.428458717048246,0.526,0.092,2.89057092578716e-37
"ITGB8",5.20657322723871e-42,0.274642854259648,0.233,0.011,3.22078619836986e-37
"TMED10",7.06637517073733e-42,1.12490172705467,0.925,0.526,4.37125968061811e-37
"CTSD",8.95727741024912e-42,0.453331248129634,0.887,0.288,5.54097180598011e-37
"REG1B",1.02303090962199e-41,1.17955825248277,0.248,0.014,6.32846920692162e-37
"YAE1",1.14390686614067e-41,0.304365966355797,0.414,0.054,7.0762078739462e-37
"EPS8L1",1.18614563882448e-41,0.320194818326182,0.263,0.017,7.33749692176823e-37
"TSPAN3",1.40803751397948e-41,0.899691190331449,0.842,0.268,8.71012006147709e-37
"PLSCR1",1.65956379189174e-41,0.59094234237241,0.729,0.174,1.02660616166423e-36
"SLC35A1",1.83639159272496e-41,0.446782347210091,0.564,0.107,1.13599183925966e-36
"SPNS2",1.97407614892354e-41,0.252337989478174,0.301,0.024,1.2211635057241e-36
"PREP",2.17293427652915e-41,0.318680855617227,0.496,0.079,1.34417714346093e-36
"CYP27A1",3.27195100691424e-41,0.268422176173055,0.211,0.008,2.02402889287715e-36
"PCK2",3.56252130560272e-41,0.347856174734576,0.556,0.099,2.20377567964584e-36
"RRAS",4.07583458534594e-41,0.294129179187471,0.368,0.042,2.521311274495e-36
"NORAD",4.98901159047866e-41,0.44645861125668,0.684,0.156,3.0862025698701e-36
"SLC25A24",5.63518846210444e-41,0.271689368812156,0.406,0.05,3.4859275826578e-36
"CTNNBIP1",8.11478155148856e-41,0.454711622839969,0.654,0.142,5.01980386775082e-36
"RPS6KA3",8.17438889157413e-41,0.366284868104221,0.504,0.083,5.05667696832776e-36
"HSPA1B",1.02092418049359e-40,0.60751818493437,0.729,0.178,6.31543698053334e-36
"B3GALNT2",1.27659206491033e-40,0.260034613668001,0.398,0.051,7.89699851353533e-36
"NET1",1.33020818433034e-40,0.54525417940009,0.662,0.153,8.22866782826746e-36
"CD2AP",1.43888471831287e-40,0.414028581822649,0.684,0.151,8.90094086748344e-36
"SLC35C1",1.6930036216914e-40,0.272501419652305,0.383,0.047,1.0472920403783e-35
"ZNF664",1.69811608477075e-40,0.325732495710388,0.466,0.072,1.05045461003919e-35
"MPST",1.78230849191177e-40,0.871450682665549,0.91,0.346,1.10253603309662e-35
"KRT7",2.34762683054395e-40,0.365688018907446,0.188,0.005,1.45224195737449e-35
"SQOR",3.31937981046137e-40,0.810025937813988,0.744,0.21,2.05336835075141e-35
"REXO2",3.48089707620204e-40,0.708009049601683,0.85,0.276,2.15328293133858e-35
"PEMT",4.38941389287334e-40,0.307086371835851,0.459,0.072,2.71529143413145e-35
"MCRIP2",4.43873228510634e-40,0.607526380953124,0.782,0.222,2.74579979156678e-35
"MLEC",5.35492455336968e-40,1.03019122148592,0.865,0.368,3.31255632871448e-35
"CAST",5.47652996074622e-40,0.770068006164404,0.857,0.288,3.38778143371761e-35
"IVNS1ABP",5.80417370280699e-40,0.425252787799532,0.647,0.14,3.5904618525564e-35
"KDELR2",6.23112480216138e-40,1.12692346104088,0.947,0.56,3.85457380261703e-35
"CTSB",6.41653064645997e-40,0.502429082837369,0.812,0.247,3.96926585790014e-35
"FKBP4",6.62495626505481e-40,0.615855161874969,0.669,0.163,4.09819794556291e-35
"MT2A",6.63759981227903e-40,1.32415128653256,0.722,0.201,4.10601924387581e-35
"HEBP1",7.69824801194467e-40,0.450002946995144,0.519,0.092,4.76213622018897e-35
"MSMO1",8.63059942601516e-40,0.661070774968974,0.624,0.14,5.33888880493298e-35
"HSP90B1",8.70140384606869e-40,1.1942382509377,0.955,0.468,5.38268841917809e-35
"MAPK13",9.17908476584546e-40,0.478477212879961,0.594,0.125,5.678181836152e-35
"IQGAP2",1.05699932491921e-39,0.377993717380012,0.474,0.075,6.53859782395024e-35
"FNDC3B",1.1811916540446e-39,0.323884577193825,0.466,0.076,7.30685157191992e-35
"NAPRT",1.89478952083777e-39,0.747597796848351,0.767,0.23,1.17211679759025e-34
"FSCN1",2.25643267310571e-39,0.256764306113534,0.361,0.042,1.3958292515832e-34
"IRF2BP2",2.75047435334153e-39,0.558244558579391,0.639,0.145,1.70144343497707e-34
"CA9",3.47297302576059e-39,0.255900296276417,0.165,0.003,2.1483811137355e-34
"HDLBP",4.34543088411745e-39,0.712916813325979,0.857,0.309,2.68808354491505e-34
"ANXA1",6.64789873184628e-39,0.65409580357506,0.511,0.089,4.11239015552011e-34
"PDXDC1",7.55374360701025e-39,0.468684685828114,0.684,0.165,4.67274579529654e-34
"BSG",7.81433439043997e-39,1.43037182350691,0.962,0.624,4.83394725392617e-34
"MVP",8.0962739359067e-39,0.748153575347717,0.729,0.202,5.00835505675189e-34
"GSE1",1.13391543111487e-38,0.302734754973572,0.398,0.054,7.01440085687657e-34
"ZKSCAN1",1.53738872050327e-38,0.43492005794773,0.617,0.131,9.51028662503325e-34
"CPE",1.54082471160523e-38,0.582123482047831,0.188,0.006,9.53154166598996e-34
"TMED3",2.60474389879156e-38,0.744152106058335,0.842,0.288,1.61129457579246e-33
"MMAB",3.18945747666928e-38,0.521752524383478,0.729,0.194,1.97299839506761e-33
"HID1",3.32116904744978e-38,0.317504955685539,0.376,0.05,2.05447517275243e-33
"SYTL2",3.42999748103909e-38,0.322945412140009,0.414,0.059,2.12179644177078e-33
"MYDGF",3.59170919225625e-38,1.07567295356172,0.962,0.485,2.22183130632971e-33
"TRIM31",4.06815377965549e-38,0.27308034646426,0.226,0.013,2.51655992809488e-33
"SLC39A7",5.31043540181924e-38,0.495971542727643,0.684,0.168,3.28503533956538e-33
"NTS",6.59355249272012e-38,3.44752763283372,0.226,0.013,4.07877157199667e-33
"CYC1",6.9518066264856e-38,1.04295573186579,0.962,0.568,4.30038757914399e-33
"ARF4",8.25234077968498e-38,1.02427993578315,0.962,0.498,5.10489800631313e-33
"PARM1",9.49554902420876e-38,0.446864930792984,0.459,0.081,5.87394662637554e-33
"MRPS35",1.10784315707849e-37,0.746053345972341,0.857,0.309,6.85311776968754e-33
"HBEGF",1.2511508862095e-37,0.290342713943502,0.248,0.018,7.73961938209197e-33
"COX6C",1.37337983234257e-37,0.920211003462396,1,0.893,8.49572764287113e-33
"TMEM63A",2.50435794891145e-37,0.312748682256444,0.459,0.074,1.54919582719662e-32
"MAP1LC3A",2.80966470150595e-37,0.337068206601952,0.496,0.084,1.73805858435158e-32
"SMIM6",2.91142983563625e-37,0.288146894039745,0.15,0.002,1.80101049632458e-32
"RAB2A",2.97464684940696e-37,0.997145279032131,0.977,0.593,1.84011654104315e-32
"ESRRA",5.00650456034877e-37,0.365303775507082,0.534,0.105,3.09702372103175e-32
"EBPL",5.90260215584704e-37,0.756760865239089,0.805,0.284,3.65134969360698e-32
"PDLIM1",6.24671960126558e-37,1.02748603111636,0.895,0.389,3.86422074534289e-32
"ECI1",6.69425980193049e-37,0.581884981756462,0.707,0.201,4.1410691134742e-32
"MT-ND1",7.00904611697439e-37,1.21770669172901,0.992,0.99,4.33579592796036e-32
"MSRB2",7.01540998114167e-37,0.573354783736097,0.699,0.194,4.33973261433423e-32
"COX7B",8.10076257683085e-37,0.982394683624538,0.992,0.779,5.01113173002756e-32
"RUSC1",8.17616247689586e-37,0.2997771702325,0.451,0.074,5.05777410820778e-32
"GLMP",9.04054305938815e-37,0.297697781341753,0.481,0.084,5.59247993653751e-32
"PLOD3",1.04222550569536e-36,0.32349294232318,0.436,0.072,6.44720697823147e-32
"SDCBP",1.10006968359346e-36,0.805702080737872,0.925,0.375,6.80503106270916e-32
"YIF1A",1.11442464411948e-36,0.801093799034652,0.857,0.333,6.89383084852309e-32
"KRTCAP2",1.20876474081382e-36,0.949699562932411,0.91,0.476,7.47741868667429e-32
"XBP1",1.22446645122161e-36,0.898240525566911,0.94,0.434,7.57454946725685e-32
"MT-ATP6",1.25712857454513e-36,0.97748351281895,0.977,0.995,7.77659736213616e-32
"CLTB",1.26058260269528e-36,1.04302306253245,0.887,0.412,7.79796398027303e-32
"ZG16",1.39180626686041e-36,4.41540819116971,0.556,0.134,8.60971356679848e-32
"TSPAN13",1.83237153849204e-36,0.976324081899165,0.902,0.385,1.13350503371117e-31
"WIPI1",1.924199633657e-36,0.399694196046715,0.466,0.084,1.19030989338022e-31
"PLXNB2",2.05646909092717e-36,0.285145522006835,0.511,0.094,1.27213177964755e-31
"NDUFB4",2.55286151721035e-36,0.904433883597218,0.977,0.691,1.57920013454632e-31
"CLDN1",2.61125246327315e-36,0.257019424980972,0.263,0.022,1.61532077378077e-31
"AQP3",2.71862929865608e-36,0.77584829809317,0.534,0.121,1.68174408414865e-31
"TIMM13",3.52368497131009e-36,0.958647165534163,0.955,0.514,2.17975152325242e-31
"SDC1",3.69433307739091e-36,0.376441843356588,0.549,0.113,2.28531444167402e-31
"NDUFA1",5.26230668853182e-36,0.793263034634575,0.992,0.789,3.25526291752578e-31
"ADM",6.09787289523195e-36,0.417303230640645,0.429,0.069,3.77214417299048e-31
"DHRS11",6.33829888475717e-36,0.388211656125647,0.301,0.032,3.92087169011079e-31
"MICOS13",8.14858694899879e-36,0.74170891273382,0.902,0.378,5.04071588665065e-31
"CLCN3",8.62592451417054e-36,0.405986072875108,0.549,0.115,5.3359969044659e-31
"ATF3",1.03972314367563e-35,0.325206405589982,0.286,0.028,6.43172736677744e-31
"ESYT2",1.22105296001444e-35,0.274660356626651,0.414,0.064,7.5534336106493e-31
"MIF",1.4115054296062e-35,1.08113923168057,0.992,0.779,8.73157258754397e-31
"MORF4L2",1.65575326039583e-35,0.812463972670977,0.925,0.404,1.02424896688086e-30
"MACC1",1.86259099665439e-35,0.274905711218107,0.323,0.038,1.15219879053041e-30
"HYI",1.92507516047117e-35,0.395188967277806,0.481,0.09,1.19085149426747e-30
"PRDX4",2.22381099957672e-35,0.718563420961736,0.902,0.335,1.37564948433816e-30
"ITGB1",3.39954049296688e-35,0.722130378976171,0.774,0.242,2.10295574894931e-30
"FAM177A1",6.21374896463581e-35,0.677491533726493,0.797,0.274,3.84382510952371e-30
"LIMA1",6.7090773907178e-35,0.652112469499128,0.767,0.229,4.15023527389803e-30
"SUCLG2",1.18123823516324e-34,0.670613019086887,0.789,0.26,7.3071397227198e-30
"PI3",1.29732007900165e-34,0.546565726961491,0.241,0.018,8.02522200870421e-30
"LGMN",2.09697454611047e-34,0.332221435633345,0.511,0.101,1.29718845422394e-29
"MT1F",2.12902342316279e-34,0.372877504869739,0.361,0.049,1.3170138895685e-29
"ERO1A",2.2734237395602e-34,0.598645001526383,0.556,0.128,1.40633992529194e-29
"PPP2CB",2.29668693084948e-34,0.383971742560529,0.481,0.092,1.42073053542349e-29
"ILVBL",2.54596455352799e-34,0.368619426636522,0.571,0.13,1.57493367281242e-29
"RHOB",3.25887754564461e-34,0.761238269155076,0.647,0.181,2.01594164973576e-29
"HNRNPLL",3.59194547079019e-34,0.302372635830876,0.466,0.084,2.22197746823081e-29
"UQCRC1",5.49251059415394e-34,0.949954221784716,0.94,0.518,3.39766705354363e-29
"RAB1A",5.66568749828205e-34,0.788285317842684,0.955,0.458,3.50479428643728e-29
"ALDH7A1",5.94161743559414e-34,0.403430858614365,0.526,0.113,3.67548454565854e-29
"HMGCS2",6.1648486138195e-34,0.333073032523925,0.158,0.004,3.81357535250874e-29
"NDUFB9",6.25067691488596e-34,0.803980570754664,1,0.691,3.86666873954845e-29
"PGM3",6.64462952516041e-34,0.339692506964074,0.474,0.09,4.11036782426423e-29
"HMGCR",6.64953732288267e-34,0.253743019824238,0.459,0.081,4.11340378793522e-29
"PLAUR",6.71136838268487e-34,0.29268893398151,0.316,0.038,4.15165248152886e-29
"NEDD4L",7.01940108295689e-34,0.493638880368928,0.586,0.137,4.34220150991713e-29
"NME3",9.25170701486699e-34,0.52061887576552,0.774,0.238,5.72310595939672e-29
"ABLIM1",9.78234637746572e-34,0.573058003436495,0.624,0.164,6.0513594691003e-29
"NUDT16",1.00276799967173e-33,0.40280462989423,0.556,0.125,6.20312284596932e-29
"FRYL",1.05214703500397e-33,0.454776603098318,0.617,0.149,6.50858155853456e-29
"C3orf52",1.2941450122434e-33,0.251221081563871,0.293,0.032,8.00558104573765e-29
"TMEM59",1.37023857971682e-33,1.11395014385296,0.962,0.704,8.47629585412823e-29
"DLGAP4",1.41889979236089e-33,0.277236776704552,0.451,0.079,8.77731411554444e-29
"RETSAT",1.4307870958378e-33,0.278076425586668,0.353,0.05,8.85084897485262e-29
"EBP",1.575364457767e-33,0.659257746674822,0.677,0.208,9.74520453574665e-29
"PPIB",1.96384016395614e-33,1.10580564250079,0.925,0.68,1.21483152542327e-28
"TAGLN2",2.43050712508933e-33,0.94894977432713,1,0.688,1.50351170758026e-28
"ARHGAP18",2.60893754182907e-33,0.250555514776584,0.398,0.063,1.61388876337546e-28
"MALL",3.44922715054639e-33,0.479865437704967,0.293,0.033,2.133691915328e-28
"UQCR10",3.84980414247516e-33,0.892811190100483,0.992,0.793,2.38148884253513e-28
"LAPTM4B",4.56677592280306e-33,0.30018195698069,0.293,0.033,2.82500758584597e-28
"MRPL41",4.63985792377928e-33,0.813150124057801,0.94,0.5,2.87021611164986e-28
"RAMP1",4.70849886259637e-33,0.591119675965963,0.398,0.066,2.91267739640211e-28
"HOOK2",6.39380289599233e-33,0.373852572588543,0.602,0.141,3.95520647146086e-28
"TMED2",9.59529611509231e-33,0.907667441688392,0.947,0.563,5.93565017679611e-28
"APOL6",9.94241182819635e-33,0.340231320107882,0.436,0.08,6.15037595692226e-28
"FAM241B",1.06707045010815e-32,0.275595277354769,0.203,0.013,6.60089780436899e-28
"RNPEP",1.35900689144708e-32,0.556180659803436,0.729,0.227,8.40681663049164e-28
"ITM2B",1.52981760645754e-32,0.822712190222136,0.94,0.525,9.46345171354633e-28
"CARD19",1.59779773270169e-32,0.33220710648238,0.489,0.1,9.88397677449262e-28
"PIGP",2.28472601077504e-32,0.517225914331222,0.752,0.232,1.41333151026544e-27
"OAS1",2.38236689626693e-32,0.487933793472798,0.654,0.17,1.47373216203072e-27
"MID1IP1",2.51678316886933e-32,0.599554794616145,0.586,0.142,1.55688206826257e-27
"PPP1R14D",2.56735679173869e-32,0.319386575039696,0.173,0.008,1.58816691136955e-27
"CD320",2.5708985195161e-32,0.566086515523705,0.647,0.187,1.59035782417266e-27
"CYHR1",2.7237869602533e-32,0.307854812069136,0.564,0.13,1.68493461361269e-27
"WSB2",2.76075906430266e-32,0.275619140526084,0.429,0.076,1.70780555717762e-27
"TAX1BP3",2.84857239436797e-32,0.444974419786787,0.654,0.171,1.76212688315602e-27
"FASN",3.26458971243207e-32,0.345770693910366,0.383,0.064,2.01947519611048e-27
"ACTN4",3.5760269105543e-32,0.705022731797237,0.872,0.329,2.21213024686889e-27
"CEACAM1",3.59275241085545e-32,0.511483436611984,0.338,0.048,2.22247664135518e-27
"CORO1B",4.30816748998942e-32,0.561423558137143,0.857,0.317,2.66503240930745e-27
"MS4A8",4.75814882458091e-32,0.362965896230909,0.15,0.004,2.94339086288575e-27
"CYB5A",5.77925667376948e-32,0.62299484929726,0.805,0.274,3.5750481783938e-27
"MIB2",5.80681423393552e-32,0.383047737163227,0.526,0.115,3.59209528511251e-27
"MT-ND2",5.87174122372183e-32,0.940359125800656,0.992,0.996,3.63225912099433e-27
"DYNC2LI1",6.23906285238471e-32,0.27639582072639,0.406,0.069,3.85948428048518e-27
